author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
"Arring, Noel",https://hdl.handle.net/2027.42/167875,Other,Health Sciences,Ann Arbor,2021-06-07,en_US,"Cancer Clinical Trials Recruitment and Retention Strategies for Black and African Americans with Breast, Lung, Prostate, Colorectal, or Multiple Myeloma Cancer: A Scoping Review Protocol","Nursing, School of",
"Azevedo-Sa, Hebert",https://hdl.handle.net/2027.42/167861,Conference Paper,Social Science,Ann Arbor,2021-06-03,en_US,Using Trust in Automation to Enhance Driver-(Semi)Autonomous Vehicle Interaction and Improve Team Performance,"Information, School of (SI)",Peer Reviewed
"Azevedo-Sa, Hebert",https://hdl.handle.net/2027.42/167859,Article,Social Science,Ann Arbor,2021-06-03,en_US,A Unified Bi-directional Model for Natural and Artificial Trust in Human–Robot Collaboration,"Information, School of (SI)",Peer Reviewed
"Broude Geva, Sharon",https://hdl.handle.net/2027.42/167731,Technical Report,,Ann Arbor,2021-06-02,en_US,Survey form and methods for second CASC survey of academic research computing and data center usage,Office of the Vice President for Research (OVPR),
"Buss, Justin",https://hdl.handle.net/2027.42/168411,Article,Social Science,Ann Arbor,2021-06,en_US,Transgender identity management across social media platforms,"Information, School of (SI)",Peer Reviewed
"Oldfield, Ronald G.",https://hdl.handle.net/2027.42/167241,Article,Science,Ann Arbor,2021-05-28,en_US,LIVE COLOR PATTERNS DIAGNOSE SPECIES: A TALE OF TWO HERICHTHYS,"Zoology, University of Michigan Museum of (UMMZ)",Peer Reviewed
"Kattari, Shanna K.",https://hdl.handle.net/2027.42/167690,Other,Social Sciences,Ann Arbor,2021-05-25,en_US,Scoping review of transgender and gender diverse older adults’ experiences of health protocol,"Social Work, School of (SSW)",
"Crerand, Canice",https://hdl.handle.net/2027.42/167691,Other,Health Sciences,Ann Arbor,2021-05-23,en_US,Stigma and Differences of Sex Development: A Scoping Review,"Pediatrics and Communicable Diseases, Department of",
"Gelderloos, Orin",https://hdl.handle.net/2027.42/168693,Presentation,,Dearborn,2021-05-21,en_US,Legacy Lecture: Orin Gelderloos (2021),"Arts, Sciences, and Letters, College of (CASL, UM-Dearborn)",
"Poitras, Marie-Eve",https://hdl.handle.net/2027.42/167663,Preprint,Health Sciences,Ann Arbor,2021-05-20,en_US,Chronic disease patients’ experience with telehealth interventions and self-care strategies during the first wave of the COVID-19 pandemic,COVID-19: Annals of Family Medicine,
"Shakory, Shima",https://hdl.handle.net/2027.42/167674,Preprint,Health Sciences,Ann Arbor,2021-05-20,en_US,Planning and implementing COVID-19 mass vaccination clinics,COVID-19: Annals of Family Medicine,
"Friese, CR",https://hdl.handle.net/2027.42/167662,Article,Health Sciences,Ann Arbor,2021-05-19,en_US,Stronger together: The case for multidisciplinary tenure track faculty in academic nursing,"Nursing, School of",Peer Reviewed
"McCormick, Amanda D.",https://hdl.handle.net/2027.42/167623,Plan or blueprint,Health Sciences,Ann Arbor,2021-05-17,en_US,Psychological Functioning in Pediatric Patients with Single Ventricle Congenital Heart Disease: A Meta-Analysis and Systematic Review Protocol,"Pediatrics and Communicable Diseases, Department of",
"Broglio, Kristine",https://hdl.handle.net/2027.42/167625,Software,Health Sciences,Ann Arbor,2021-05-17,en_US,Simulation software code for the SHINE clinical trial,Emergency Medicine,
"Stockton, Ronald",https://hdl.handle.net/2027.42/167613,Article,Political Science,Dearborn,2021-05-15,en_US,Intifada Deaths,"Social Sciences: Political Science, Department of (UM-Dearborn)",
"Ganesan, Karthik",https://hdl.handle.net/2027.42/167729,Preprint,Social Sciences,Ann Arbor,2021-05-14,en_US,"Visual speech differentially modulates beta, theta, and high gamma bands in auditory cortex","Psychology, Department of",
"Sisó-Almirall, Antoni",https://hdl.handle.net/2027.42/167403,Preprint,Health Sciences,Ann Arbor,2021-05-12,en_US,THE IMPACT OF THE COVID-19 PANDEMIC ON PRIMARY HEALTHCARE DISEASE INCIDENCE RATES: 2017 TO 2020,COVID-19: Annals of Family Medicine,
"Duque, Marilu F.",https://hdl.handle.net/2027.42/168552,Thesis,,,2021-05-11,,Local Government Cybersecurity: How Michigan Counties Cope with Cyber Threats,Dissertations and Theses (Ph.D. and Master's),
"Sommers, Zenon",https://hdl.handle.net/2027.42/167386,Thesis,Social Sciences,Dearborn,2021-05-10,en_US,Cognitive Elaboration and the Formation of False Memories from Fake News,"Psychology, Department of (UM-Dearborn)",
"Wang, Yuan",https://hdl.handle.net/2027.42/167382,Technical Report,Engineering,Ann Arbor,2021-05-07,en_US,SNG Worked Example for the TEA Guidelines for CO2 Utilization,Global CO2 Initiative,
"Kudryashov, Luke",https://hdl.handle.net/2027.42/168562,Thesis,,,2021-05-07,,Participatory Design of Augmentative and Alternative Communication (AAC) Technology with Autistic Adults,Dissertations and Theses (Ph.D. and Master's),
"Herakovic, Gina",https://hdl.handle.net/2027.42/168550,Thesis,,,2021-05-06,,User Perceptions and Privacy Information in the Smart Speaker Onboarding Process,Dissertations and Theses (Ph.D. and Master's),
"Fleischmann, Henry",https://hdl.handle.net/2027.42/168400,Project,Social Sciences,Ann Arbor,2021-05-05,en_US,Quantifying Gerrymandering in Michigan,Library Undergraduate Research Award,
"Oehrli, Jo Angela",https://hdl.handle.net/2027.42/168417,Project,Social Sciences,Ann Arbor,2021-05-05,en_US,Online Instruction for Curriculum-Related Classes,Library (University of Michigan Library),
"Malani, Preeti",https://hdl.handle.net/2027.42/167308,Other,Health Sciences,Ann Arbor,2021-05-04,en_US,National Poll on Healthy Aging: Mental Health Among Older Adults Before and During the COVID-19 Pandemic,Institute for Healthcare Policy & Innovation (IHPI),
"Thorn, Krystle D.",https://hdl.handle.net/2027.42/167726,Thesis,,,2021-05-04,en_US,How America's Racist History Affected Barack Obama's Movement as President of the United States,Dissertations and Theses (Ph.D. and Master's),
"Maves, Samuel",https://hdl.handle.net/2027.42/168406,Thesis,Social Sciences,Ann Arbor,2021-05-03,en_US,Interdistrict Choice Beyond the Classroom: Transfer Student Challenges in Selecting and Attending Suburban Schools of Choice,Library Undergraduate Research Award,
"McCormick, Myah",https://hdl.handle.net/2027.42/168409,Project,Social Sciences,Ann Arbor,2021-05-03,en_US,The Future After Covid-19: Implications of a Global Pandemic,Library Undergraduate Research Award,
"Topor, Madeline",https://hdl.handle.net/2027.42/168408,Project,Social Sciences,Ann Arbor,2021-05-03,en_US,Phosphate Analysis and Evidence for Industry at Iklaina: Implications for Mycenaean Economies and State Formation,Library Undergraduate Research Award,
"Pelletier, Elise",https://hdl.handle.net/2027.42/168407,Project,Social Sciences,Ann Arbor,2021-05-03,en_US,Variability of Meteoric Water Isotopes in the Great Lakes Region,Library Undergraduate Research Award,
"Hudson, Craig",https://hdl.handle.net/2027.42/168399,Project,Social Sciences,Ann Arbor,2021-05-03,en_US,The Architectures of Security: Differential Deployments of Architectural Form,Library Undergraduate Research Award,
"Rosenblatt, Natalie",https://hdl.handle.net/2027.42/168402,Project,Social Sciences,Ann Arbor,2021-05-03,en_US,“Stop-and-Frisk” Policing in New York City: An historical evaluation of the controversial policy,Library Undergraduate Research Award,
"Thiesen, Jack",https://hdl.handle.net/2027.42/168401,Conference Paper,Social Sciences,Ann Arbor,2021-05-03,en_US,Computational Analysis of Radiation Dosimetry Data,Library Undergraduate Research Award,Peer Reviewed
"Maish, Tracy Lynn",https://hdl.handle.net/2027.42/167358,Thesis,Criminology and Criminal Justice,,2021-05-02,,Exploring the Relationship Between Militarization in the United States and Crime Syndicates in Mexico: A Look at the Legislative Impact on the Pace of Cartel Militarization,Dissertations and Theses (Ph.D. and Master's),
"Dutta, Priya",https://hdl.handle.net/2027.42/168404,Project,Social Sciences,Ann Arbor,2021-05-02,en_US,"Promoting Awareness, Diversity, & Inclusivity: Accessibility in Medical Education",Library Undergraduate Research Award,
"Liu, Jiaming",https://hdl.handle.net/2027.42/167349,Thesis,Engineering,,2021-05-01,,Autonomous Driving Segway Robots,Dissertations and Theses (Ph.D. and Master's),
"Chennupati, Sumanth",https://hdl.handle.net/2027.42/167355,Thesis,Engineering,,2021-05-01,,Multi-task Learning for Visual Perception in Automated Driving,Dissertations and Theses (Ph.D. and Master's),
"Park, Hyunjae",https://hdl.handle.net/2027.42/167352,Thesis,Industrial and Systems Engineering,,2021-05-01,,"Psychological Structure of Human Trust towards Autonomous Vehicles - The Relations of Interpersonal, System Feature, Risk Perception and Behavioral Intention with Trust",Dissertations and Theses (Ph.D. and Master's),
"Hamad, Ayah",https://hdl.handle.net/2027.42/167360,Thesis,Industrial and Operations Engineering,,2021-05-01,,Two Wheelistic: Development of a High-Fidelity Virtual Reality Cycling Simulator for Transportation Safety Research,Dissertations and Theses (Ph.D. and Master's),
"Niewiadomski, Luke",https://hdl.handle.net/2027.42/167357,Thesis,Industrial and Operations Engineering,,2021-05-01,,Incorporating Model-Based User Requirements in Product Development,Dissertations and Theses (Ph.D. and Master's),
"Moustafa, Kassem M.",https://hdl.handle.net/2027.42/167356,Thesis,Industrial and Systems Engineering,,2021-05-01,,Information Fusion and Resource Allocation for Accelerated Life Testing-Based Reliability Assessment,Dissertations and Theses (Ph.D. and Master's),
"Fedoruk, Brandon",https://hdl.handle.net/2027.42/167354,Thesis,Engineering,,2021-05-01,,Verifying RADAR Data Using Two-Dimensional QIM-based Data Hiding,Dissertations and Theses (Ph.D. and Master's),
"Balaji, Madhumitha",https://hdl.handle.net/2027.42/167353,Thesis,Computer Science,,2021-05-01,,Towards Runtime Classification of Ransomware,Dissertations and Theses (Ph.D. and Master's),
"Li, Zhengru",https://hdl.handle.net/2027.42/167350,Thesis,Engineering,,2021-05-01,,Session-based Recommendation with User Cold-Start Problem Using Markov Chain Model & Incremental Learning,Dissertations and Theses (Ph.D. and Master's),
"Park, Hyunjoo",https://hdl.handle.net/2027.42/167351,Thesis,Industrial and Systems Engineering,,2021-05-01,,Investigating effects of font faces and line spacing in vehicle Infotainment system on driver performance including driving distractions,Dissertations and Theses (Ph.D. and Master's),
"Jha, Mrinal",https://hdl.handle.net/2027.42/167361,Thesis,Energy,,2021-05-01,,"Strategic Building Energy Management, Policies, and Insulation Materials",Dissertations and Theses (Ph.D. and Master's),
"Kessentini, Marouane",https://hdl.handle.net/2027.42/170142,Article,Engineering,Dearborn,2021-05-01,en_US,Interactive Decision and Objective Space Exploration for Search Based Refactoring,"Computer and Information Science, Department of (UM-Dearborn)",
"Augustaitis, Laima",https://hdl.handle.net/2027.42/165417,Article,Social Sciences,Ann Arbor,2021-05,en_US,"Online Transgender Health Information Seeking: Facilitators, Barriers, and Future Directions","Information, School of (SI)",Peer Reviewed
"Oliphant, Simone",https://hdl.handle.net/2027.42/167379,Thesis,,,2021-05,en_US,TAILORED VINES AND TAYLOR’S LAW: Examining Vine Growth on Puerto Rican Coffee Farms,Dissertations and Theses (Ph.D. and Master's),
"Manary, Miriam A",https://hdl.handle.net/2027.42/168145,Technical Report,Engineering,Ann Arbor,2021-05,,Performance of energy management features of child restraint system LATCH hardware,Transportation Research Institute (UMTRI),
"Masoud, Neda",https://hdl.handle.net/2027.42/167380,Technical Report,Engineering,Ann Arbor,2021-05,,Design and operation of efficient and budget-balanced shared-use mobility systems,Civil & Environmental Engineering (CEE),
"Bravard, Celia",https://hdl.handle.net/2027.42/168414,Technical Report,Business and Economics,Ann Arbor,2021-05,en_US,For Whom We Play the Game: Advice to the Next Generation of Business Leaders from Paul Polman,"Business, Stephen M. Ross School of",
"Santos-Parker, Jessica",https://hdl.handle.net/2027.42/170673,Project,Health Sciences,Ann Arbor,2021-05,,Building an Equitable Surgical Training Pipeline: Leadership Exposure for the Advancement of Gender and Underrepresented Minority Equity in Surgery,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Kercheval, Jackie",https://hdl.handle.net/2027.42/170665,Project,Health Sciences,Ann Arbor,2021-05,,Crowdsourcing a Pandemic: The Rapid Development of a Clinical Student Pandemic Curriculum,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Highet, Alexandra",https://hdl.handle.net/2027.42/170649,Project,Health Sciences,Ann Arbor,2021-05,,Strategies for Mentoring Success: A Qualitative Study of Award-Winning Research Mentors,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Standiford, Taylor",https://hdl.handle.net/2027.42/170607,Project,Health Sciences,Ann Arbor,2021-05,,Medical Educational Consulting Group (Med ECG),"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Baskin, Alison",https://hdl.handle.net/2027.42/170671,Project,Health Sciences,Ann Arbor,2021-05,,An Ethical Framework for De-Implementation in Health Care,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Carlson, Susan",https://hdl.handle.net/2027.42/170604,Project,Health Sciences,Ann Arbor,2021-05,,Social Media during a Pandemic,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Joseph, Justin",https://hdl.handle.net/2027.42/170680,Project,Health Sciences,Ann Arbor,2021-05,,A Historical Study of the Contemporary Social and Economic Factors That Shaped the Integrated Premedical-Medical Program at the University of Michigan Medical School,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Davidson, Steven",https://hdl.handle.net/2027.42/170603,Project,Health Sciences,Ann Arbor,2021-05,,No One Dies Alone - Providing End-of-Life Companionship During a Global Pandemic,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Byl, Nicole",https://hdl.handle.net/2027.42/170579,Project,Health Sciences,Ann Arbor,2021-05,,Comparison of surgical versus medical termination of pregnancy between 13-20 weeks of gestation in Ethiopia: A quasi-experimental study.,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Karlic, Kevin",https://hdl.handle.net/2027.42/170690,Project,Health Sciences,Ann Arbor,2021-05,,Training and Deployment of Medical Students as Respiratory Therapist Extenders during COVID-19,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
Sangri Kim,https://hdl.handle.net/2027.42/170592,Project,Health Sciences,Ann Arbor,2021-05,,Reducing Unnecessary Amylase Testing in the Evaluation of Pancreatitis,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Lancu, Ariella",https://hdl.handle.net/2027.42/170622,Project,Health Sciences,Ann Arbor,2021-05,,The Effect Of Valproic Acid and Dried Plasma on Lung Injury Following Hemorrhagic Shock,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
"Skupin, Peyton",https://hdl.handle.net/2027.42/170585,Project,Health Sciences,Ann Arbor,2021-05,,Robotic Versus Open Ureteroneocystostomy: Is There a Robotic Benefit?,"Capstone for Impact (CFI) Projects, Office of Medical Student Education",
